"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39"
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,7,5,1,3,5,5,4,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.896169312459946
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,7,5,1,3,5,5,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.896103350533505
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,2,3,5,5,7,4,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.895432657840947
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,7,5,1,3,5,5,4,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.894419979607411
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,1,3,5,5,4,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.893495709954173
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,7,4,1,5,6,5,1,5,1,5,5,1,7,2,3,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.893288478084448
-1,-1,-1,-1,-1,-1,-1,-1,7,5,7,3,7,1,1,5,2,5,5,5,8,7,5,1,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.893056336477131
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,7,4,1,5,6,5,1,5,1,5,5,4,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.892523830468025
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,4,8,1,1,5,6,3,1,5,5,5,7,1,7,5,5,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.891823319829373
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,5,1,3,5,5,4,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.890535392901912
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,7,1,1,5,6,3,1,5,5,5,5,1,7,5,5,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.88745323496246
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,1,3,4,5,7,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.886804964604609
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,5,1,4,5,5,4,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.88679022774682
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,7,4,1,5,6,5,1,5,1,5,5,1,7,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.886188633152467
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,5,1,3,5,5,4,8,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.886125911067147
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,1,3,5,5,3,4,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.885811279712468
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,5,1,3,5,5,4,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.88566285109836
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,7,4,1,5,6,2,1,5,1,5,5,1,5,5,5,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.885642400758408
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,7,5,1,5,6,4,1,5,1,5,5,1,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.884801778411046
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,7,5,1,3,5,5,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.884746600266976
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,5,1,3,5,5,4,8,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.884084647528086
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,7,5,1,3,5,5,4,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.884014239883216
-1,-1,-1,-1,-1,-1,-1,2,1,5,7,3,7,1,1,5,4,5,5,5,6,7,5,1,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.882079115677456
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,3,5,5,7,1,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.881813610223725
