"","L19","L18","L17","L16","L15","L14","L13","L12","L11","L10","L9","L8","L7","L6","L5","L4","L3","L2","L1","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","pred_1"
"122",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,5,5,4,7,6,5,1,4,1,5,6,5,7,5,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0569972400734767
"123",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,4,4,5,5,5,7,5,1,5,6,8,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.480762817318942
"124",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,6,5,1,5,2,7,5,1,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.020494342066422
"125",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,5,1,5,1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0850713302704909
"126",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,1,6,5,4,5,1,7,5,1,5,6,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0904992982281211
"127",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,1,5,7,7,1,5,1,7,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.26444263949017e-05
"128",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,1,5,5,5,8,7,1,7,5,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.231345205863876
"129",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,1,5,1,5,7,7,3,1,7,3,7,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000156799270968701
"130",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,1,1,1,6,4,1,4,7,6,2,6,7,7,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0238723281930838
"131",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,5,3,1,1,5,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000762771664464479
"132",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,5,1,4,1,3,5,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0474576100037564
"133",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,6,2,8,5,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0300972859506704
"134",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,5,6,5,1,7,5,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.03278365108669e-05
"135",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,6,5,5,7,5,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.134797451178841
"136",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,3,7,2,2,8,4,5,2,7,2,7,5,1,5,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0148687630705433
"137",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,1,5,7,7,5,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.145026643173362
"138",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,5,3,2,8,1,7,5,5,1,5,8,5,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00342549379108498
"139",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,6,5,1,5,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.87380900627776e-05
"140",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,6,5,1,7,5,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.42382709482875e-05
"141",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,5,1,5,7,7,5,4,3,2,1,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.321054075510872
"142",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,1,1,4,5,7,5,1,7,1,1,1,7,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000319535045610694
"143",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,6,1,1,5,3,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0453645693129322
"144",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,1,5,1,4,8,1,5,2,5,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.108425073252082
"145",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,2,5,1,5,1,5,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0123274206385043
"146",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,1,1,2,6,5,6,5,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00347891876886365
"147",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,7,2,1,1,6,5,1,5,4,7,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0986370563339575
"148",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,3,5,5,4,5,3,5,8,5,7,5,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0641639653986217
"149",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,5,2,3,5,5,3,1,7,3,5,5,4,5,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.252473818528201
"150",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,5,1,7,1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.01621355713424e-05
