,L19,L18,L17,L16,L15,L14,L13,L12,L11,L10,L9,L8,L7,L6,L5,L4,L3,L2,L1,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,pred_3
125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,5,5,1,3,7,1,7,5,5,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.734725115
126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,8,1,5,1,4,4,5,5,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.937757308
127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,1,5,1,4,4,5,5,1,3,7,4,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.85711796
128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,1,3,7,1,7,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.655835035
129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,1,5,1,4,4,5,5,1,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.686412937
130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,1,3,7,1,7,2,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.843437634
131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,4,5,5,8,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.575269072
132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,5,1,4,4,5,5,3,3,7,4,7,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.650763001
133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,8,8,5,1,4,4,5,5,3,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.535145218
134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,4,4,5,5,3,3,7,4,7,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.615518469
135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,4,5,5,3,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.390417407
136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,4,4,5,5,3,3,7,4,7,5,5,2,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.705979499
137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,5,1,4,4,5,5,3,3,7,4,7,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.660971837
138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,5,1,4,4,5,5,3,3,7,4,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.64101799
139,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,3,3,7,4,7,5,5,8,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.668496831
140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,5,1,4,4,5,5,3,3,7,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.646105345
141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,5,1,4,4,5,5,3,3,7,4,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.661747002
142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,5,1,4,4,5,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.484231262
143,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,4,5,5,3,3,7,4,7,5,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.699358284
144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,3,8,8,5,1,4,4,5,5,3,3,7,4,7,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.673328199
145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,3,3,7,4,7,5,5,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.730658123
146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,4,5,5,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.439805915
147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,3,8,8,5,1,4,4,5,5,3,3,7,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.626839334
148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,5,1,4,4,5,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.512686525
149,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,4,4,5,5,3,3,7,4,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.601793671
150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,5,1,4,4,5,5,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.538072315
